source,reference,hypothesis
අපිට එකතු වෙලා ඕන දෙයක් විසදන්න තිබුණා. ඒත් ඔයා ඒක විනාශ කළා.,"We could have accomplished anything together, but you ruined that.","We could have solved anything together, but you ruined it."
ඒක නේද ඔයාගේ නම?,"That is your given name, is it not?",Isn't that your name?
දිගු කල ධාරක තොරතුරු පෙන්වන්න,Show expanded host info,Show extended host information
- මට ඕනේ උදව් කරන්න.,- I want to help you.,- I need help.
"මම අදහස් කරන්නේ, තවත් ගායන්නේ නෑ, මම ඔබෙන් ඉල්ලන්නේ.","I'm serious, please kill me. I'm not singing, I'm asking.","I mean, no more singing, I'm asking you."
මම ආපිට යන්න ඕන.,I have to go ba...,I have to go back.
ඔයා හරියට නිදාගත්තේ නැැහ නේද?,"You didn't get much sleep, did you?","You didn't sleep well, did you?"
"අපි දිගටම යන්න ඕනෙ, එන්න.","We need to keep moving, come on.","We have to keep going, come on."
- ස්තුතියි සර්.,- Thank you sir.,"- Thank you, sir."
- ඒක විකාර ප්‍රශ්ණයක්.,- That's an odd question.,- It's a ridiculous question.
ඇඟ උණුසුම් කිරීමේ වටය සඳහා විනාඩි දහයයි.,Ten minutes to the warm-up lap.,Ten minutes for the body warming round.
"කරුණාකරල, Vlad.","Vlad, please...","Please, Vlad."
"උන්ව මෙහෙට එක්ක එන්න. අපි ඉතුරු ටික කරන්නම්, තේරුනා ද?","Just run them here, we'll do the rest.","We'll take care of the rest, all right?"
මම දන්නේ නැහැ ඔහේ මොන මඟුලක් කියවනවද කියලා. ඔයා ඇයට අතවර කලේ මෙතනදි නේද?,I don't know what the hell you're talking about.,I don't know what the hell you're reading.
- මොනවද ඔහලටෙ ඕන කරන්නෙ?,- What do you want?,- What do you want?
අහන්න.අපි මේක හැදුවේ තුප්පහි කතා නවත්තන්න!,"Tony, come on. We built that thing to shut the hippies up!",Listen. We built this to stop the gossip!
ඇයි ඔයා ඔයාගෙම මිනිස්සුන්ගෙන් සැගවෙන්නේ?,Why are you hiding from your own people?,Why are you hiding from your own people?
"එයා කියන්නෙ, උස තැනක සටන් කරන එක වාසියි කියල.",He says it's better to fight from high ground.,He says it's good to fight high.
"ක්ලොතිඩා අසනීප වෙලා, උදේ කෑම අපි ඇඳේ ඉදලම ගන්නම්.","Clotilde is sick, will have breakfast in bed.","Cloudy's sick, we'll have breakfast in bed."
- මම වලෙිලා යන්නේ නැ,- I'm not gonna starve.,- I'm not leaving.
වෛද්‍ය හර්ෂ් බලාපොරොත්තුව සිටිනු ලැබූවා... ...රහස් කමිටුවක් හමුවේ ඊයේ පළවූ වාර්තා ගැන සාක්ෂි දීමට.,Dr. Hirsch had been expected to testify yesterday before a Senate Intelligence committee.,Dr. Harsh was expected to testify before a secret committee about the reports published yesterday.
ඇහුනද ඒක?,It was a scream!,Did you hear that?
"प्याकेज %s पर्खाइमा छ, यसलाई नछोइकन । अधिलेखन गर्न Use --force-hold","Package %s is on hold, not touching it. Use --force-hold to override.","Package %s is pending, without touching it. Use --force-hold to overwrite"
डड्ज गर्नु पर्ने%s,%s to dodge,%s to dodge
කවුද ගෙදර ඉන්නෙ?,Anybody home?,Who's home?
ඒක පරික්ශනාගාර DNA පරික්ශා තහවුරු කරනවා.,It's been confirmed by the lab. DNA tests and...,It's confirmed by lab DNA testing.
ආ.. ඒ වගේ දෙයක්ද ?,Oh...that kind of food?,Something like that?
"ඔයා ජීවත් වෙන්නෙ මේ කාමරේ, හරිනෙ?","You live in this room, right?","You live in this room, right?"
- පිළිතුර තමයි ඔව්.,- The answer is yes.,- The answer is yes.
"හරි, ඔය හොදටම ඇති∙ .","Okay, that's enough.","Okay, that's enough."
ඔයා නියමෙට ඉන්නවා.,"I mean, the elasticity is amazing.",You look great.
ඔබට කියන්න පුළුවන් මේ ජූරියේ ඉන්න මහත්මා මහත්මීන්ට ඔබ අමොනම විදිහකින් හරි කියවේවද පත්තරයකින් හෝ දන්වුඅත්ද අන්තර්ජාලයේ රේඩියේ වනේහෝ රූපවාහිනියෙන් කොහොමද ඔයා විත්තිකරුවා හමුවුනේ ?,"Could you please tell the ladies and gentlemen of the jury, if there are any of you who don't read newspapers, the internet or watch TV, how you met the defendant?","Can you tell the ladies on this jury that you've been abusive, reading in the newspaper or on the Internet or on television, how did you meet the defendant?"
මේක ක්‍රියාකාරී තත්වයේ තියාගන්න.,You keep this live. I'll be listening in the whole time.,Keep this operational.
प्रेसिडेन्ट हयेसparaguay. kgm,Presidente Hayes,President Hayes
මයිකල් ඩුරාන්ට් .,Michael Durant.,Michael Durant.
"මම ඔයාගේ දෙමව්පියන්ගේ පුරාවෘත්තය බලාගන්නවා, බෲස්.","I'll take care of your parents' legacy, Bruce.","I'll take care of your parents' legacy, Bruce."
* कक्ष नाम:,* Class name:,* Cell name:
कृपया नयाँ फोल्डरका लागि नाम छनोट गर्नुहोस्:,Please choose a name for the new folder:,Please select a name for the new folder:
"ඉතින් , ඒකට 50-caliber උණ්ඩයක් උනත් නවත්තන්න පුළුවන්.","So tough, it can stop a .50-caliber bullet.","So, it can hold even a 50-caliber bullet."
ඒ සල්ලි විශ්වවිද්‍යාල වලට යන්නෙත් නෑ.,"Well, it doesn't go to the university.",That money won't even go to college.
ඔයාව යවන්න...,To give you send off..,Send you...
"ඒ ඒක විසිල් කරන්න පටන්ගත්තොත්, ඔවුන් කාටහරි ඒක හදන්න කතාකරයි.","But it's almost as if it started whistling, and then they called someone in to fix it.","If it starts blowing, they'll call someone to fix it."
වෛරස් එක ගියා..,The virus is in.,The virus is gone..
මෙහෙ හැමදාම දරුවොන්ට ඉඩ තියෙනව.,There's always room for family.,There's room for kids here every day.
संजालप्रबन्धक एपप्लेटले केहि आवश्यक स्रोतहरू फेला पार्नसकेन (ग्लेड फाइल फेला परेन)।,Cannot find some needed resources (the glade file)!,The network manager applet cannot find some of the required resources (glade file not found).
