source,reference,hypothesis
මොකද කියන්නෙ ඔයා මම ඒ වාසිය අපේ පැත්තට ගන්න යනවා කියල කිව්වොත්?,What if I told you that I had a way to get the advantage back?,Τι θα έλεγες αν μου έλεγες ότι θα πάρω αυτό το πλεονέκτημα στην πλευρά μας;
"මම උබ දිහා බලාගනෙ ඉන්නම්, කොලුවේ","I'll be seeing you, boy.","Ще те гледам, хлапе."
- මෙතන මොකද්ද තියෙනව.,-Here's something.,- Burada ne var?
- ඉන්ග්ලිෂ්ද ෆල්ට්ස් ද පර්සි ද?,"- English, Fitz or Percy?",- Αγγλικά είναι Φαλτς και Πέρσι;
මොනවා ගැනද ඔයා කියන්නෙ?,What are you talking about?,O czym ty mówisz?
कुञ्जीपाटी रूपरेखा,Keyboard Layout,कुंजीपाटी रूपरेखा
එතකොටමේකෙන්තමයිකෙළවරක්වුණේ .,And this was the end.,"Hasta entonces , no ha habido otra vez ."
නමුත් දැන් එහෙම දැනෙන්නෑ.,But just felt different now.,Pero ahora no se sabe.
ඔයා ඔයාගේ පෙනුමට වඩා නිර්භීතයි.,You're braver than you look.,"Bátorabb vagy, mint amilyennek látszol."
එයා නියමෙට වැඩකලා ඇමෙරිකානු න්‍යෂ්ටික ව්‍යාපෘතියකට...,He had a great job working for the U.S. nuclear program...,A lucrat foarte bine la un proiect nuclear american...
"ඒත් ඔයා මාව අසමත් කරොත්, මෙ කාරනේදී...",But if you screw me on this...,"Αλλά αν με απογοητεύσεις, σε αυτό το θέμα..."
සහ ඔබට මගේ සිරකාරයා වෙන්න කියලා ප්‍රකාශ කරන්න.,And declare you to be my prisoner.,Και να δηλώσω ότι είσαι ο κρατούμενος μου.
पिव ढाँचा: उपलब्ध मानहरू`%s' का लागि:,pyblioformat: available values for `%s':,Pour les valeurs disponibles `%s:
මම බොරු නෙමෙයි කියන්නෙ.,I'm not gonna lie,Δεν λέω ψέματα.
गतिशील आईपी ठेगाना प्रयोग गरेको कारणले यो यन्त्रले स्वचालित रूपमा एउटा स्वतन्त्र आईपी ठेगाना प्राप्त गर्छ । इन्टरफेसले बुट प्रक्रिया गर्दा DHCP - वा BOOTP सर्भरमा सम्पर्क गर्ने प्रयास गर्नेछ । रेन्डभउज हालसम्म समर्थित छैन ।,Using an dynamic IP address causes this device to get a free IP address automatically. The interface will try to contact an DHCP- or BOOTP-Server during the boot process. Rendevouz is not supported yet.,गतिशील आईपी पते का उपयोग करने के कारण यह यंत्र स्वचालित रूप से एक स्वतंत्र आईपी पते प्राप्त करता है। इंटरफ़ेस बूट प्रक्रिया के दौरान DHCP या BOOTP सर्वर से संपर्क करने का प्रयास करेगा। रेन्डबुज अभी तक समर्थित नहीं है।
මගේ නම බෘස් වේන්.,My name is Bruce Wayne.,Numele meu este Bruce Wayne.
තැපැල් ලැයිස්තුව,Mailing list,मेलिंग सूची
ග්‍රෙග්සන්: ඔයාගේ රහස්‍ය වීඩියෝ පදනම් කරගෙන.. ඔයාගේ බිරිඳ හඳපු ප්‍රසිද්ද මිනිසුන් සමඟ..,"Based on your secret videos that your wife made with her ""globally relevant"" guests.",Pe baza videoclipurilor secrete pe care ţi le-a făcut soţia cu oameni cunoscuţi.
මාත් ඉස්සෙල්ලාම බැලුවේ එතන තමයි.,That's the first place I checked.,Yo también lo había visto desde el principio.
"ශීත සෘතුවේ මැද භාගෙ වෙනකොට, හිම කොච්චර ඝනද කියලා කියනවා නම් බොබ්කැට්ලට එයාලගෙ භූමි ප්‍රදේශය අතෑරලා ගිහින් ඊට වඩා ලේසි දඩයමක් හොයාගන්න බලන්න වෙනවා.","By midwinter, the snow is so deep that bobcats are forced to leave their territories to try and find easier hunting.","A mediados de invierno, si se dice lo densa que es la nieve, Bobcatlat tendrá que abandonar su territorio y buscar una caza más fácil."
-හයියෙන් යන්න,-Speed up!,- Yüksek sesle git.
ඉන්දු කොහෙද?,Where is lndu?,"Инду, къде?"
මමත් එහෙම නෑ.,Neither am I.,Ben de öyle değilim.
"මම දන්නවා, නික්.","I know, Nick.","Το ξέρω, Νικ."
කෙනෙක් මැරෙන්න යද්දී තමන්ගේ ජීවිතේ බේරාගෙන ජීවත් වෙන්න හදනවා,He can sacrifice his life to save another's life.,Όταν κάποιος πεθαίνει προσπαθεί να σώσει τη ζωή του.
विस्तार बिनाको फाइलको नाम,Change First Line Indent,विस्तार बिना फ़ाइल का नाम
"केडीई ट्याब पट्टी, बग समाधान","KTabBar, bugfixes","केडीई टैब पट्टी, बग समाधान"
අපි පුලුවන් තරම් ඉක්මනට ඔයාගේ කෝට් එක ගෙනත් දෙන්නම්,And we'll get you a cot as soon as we can.,Ceketini en kısa sürede getireceğiz .
ගොදුරු අල්ලන්නා.,The Bird of Prey.,Az áldozat megragadta.
"නෑ,උන් එකතු වෙමින් ඉන්නේ","No, they're assembling,","Не, те се събират."
උඹ කොහොමද මැදට ගැහුවෙ.,How dare you hit me in centre!,Cum ai ajuns în mijloc?
- නෑ∙ අපි දැන් මෙහෙ සති දෙකක් තිස්සෙ ඉදන් ඉන්නෙ ඔයා ඇත්තටම එතකොට∙∙∙,"We've been here for two weeks, you know, and you've not really...","- Nu. Suntem aici de două săptămâni, iar tu chiar..."
හොඳ රාත්‍රියක් වගේ ?,Good night?,Καληνύχτα;
आदेश थप्नुहोस्,Add Command,आदेश जोड़ें
ඇයි ?,What Annachi?,- لماذا ؟
පණිවිඩය ත්‍රිකෝණාකාරව බෙදල එයාව හොයන්න.,Triangulate the signal and find her.,Το μήνυμα χωρίστηκε τριγωνικά για να τον βρούμε.
කොට මිනිහෝ?,"What're you looking at, half man?",- Co to jest?
"කාර් අනතුර වුනේ, ලොස් ඇන්ජලීස් වල බටහිර පැත්තේ",Your car accident was on the west side of Los Angeles.,Los Angeles'ın batı tarafında bir araba kazası oldu.
"ආ, කටෝ?","You wanna tell it? Huh, Kate?","Ah, Cato?"
මේ කෑම වලට මැසීට ස්තුති කරන්න.,You be sure and thank Maisie for this fine pie.,Gracias a Macy por estas comidas.
"අපි යන්න ඕන, එහෙනම්...","We got to get going, so...","Πρέπει να φύγουμε, τότε..."
"හරි, ඔයාට විශ්වාසද?","OK, are you sure?","Bine, eşti sigură?"
ඔහුගේ කට බදින්න,And gag him!,Onun ağzını aç.
"බලන්න, මං නාන කාමරයේ තිබිලා මොනවද හොයාගත්තෙ කියලා.",Look what I found outside the bathroom.,Κοίτα τι βρήκα στο μπάνιο.
"- උත්තර දෙනවා,කවුද මේක කලේ?",- Who do you think?,"- Odpověz mi, kdo to udělal?"
සහ රස්සාවකුත් ගන්න හැකියි.,And get a job too.,Ve bir iş bulma yeteneği.
මම දන්නවා එක හරියට කෙනකේව අල්ලගෙන ඉන්නවා වගේ∙ මම අවුරුදු හතක් තිස්සෙ ඉදන් මේක අල්ලගෙන කල්පණා කරනවා∙,"I've been holding on for the past seven years to just a thought, a blind hope that somewhere she's still alive.",Sé que es como si estuvieras agarrando a alguien. He estado agarrando esto durante siete años y lo estoy pensando.
